10:57:32:360,EVENT,Save recipe is C:\Users\NUVO-4022\Desktop\경산공장\경산 250 125\경산 250 6.txt
10:57:34:778,EVENT,운전화면 menu button clicked.
10:57:38:116,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 6.rcp for Working
10:57:38:116,MESSAGE,Transfer Start Hole Item datas...
10:57:38:709,MESSAGE,Transfer End Hole Item datas...[Hole count : 18]
10:57:40:051,EVENT,Changed Apply All Marking is FALSE from TRUE
10:57:40:051,MESSAGE,Transfer Start Hole Item datas...
10:57:40:534,MESSAGE,Transfer End Hole Item datas...[Hole count : 18]
11:09:03:691,EVENT,레시피 menu button clicked.
11:09:07:279,EVENT,Load file is RECIPE NAME
11:09:09:494,EVENT,Save recipe is C:\Users\NUVO-4022\Desktop\경산공장\경산 250 125\경산 250 7.txt
11:09:10:695,EVENT,운전화면 menu button clicked.
11:09:13:644,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 7.rcp for Working
11:09:13:659,MESSAGE,Transfer Start Hole Item datas...
11:09:14:065,MESSAGE,Transfer End Hole Item datas...[Hole count : 42]
11:09:16:077,EVENT,Changed Apply All Marking is FALSE from TRUE
11:09:16:093,MESSAGE,Transfer Start Hole Item datas...
11:09:16:420,MESSAGE,Transfer End Hole Item datas...[Hole count : 42]
11:20:03:432,EVENT,레시피 menu button clicked.
11:20:09:609,EVENT,Load file is RECIPE NAME
11:20:12:979,EVENT,Save recipe is C:\Users\NUVO-4022\Desktop\경산공장\경산 250 125\경산250 8.txt
11:20:14:274,EVENT,운전화면 menu button clicked.
11:20:18:595,EVENT,Open recipe is D:\NEWRUN\recipe\경산250 8.rcp for Working
11:20:18:595,MESSAGE,Transfer Start Hole Item datas...
11:20:18:891,MESSAGE,Transfer End Hole Item datas...[Hole count : 42]
11:20:20:841,EVENT,Changed Apply All Marking is FALSE from TRUE
11:20:20:841,MESSAGE,Transfer Start Hole Item datas...
11:20:21:216,MESSAGE,Transfer End Hole Item datas...[Hole count : 42]
11:38:42:422,EVENT,레시피 menu button clicked.
11:38:46:228,EVENT,Load file is RECIPE NAME
11:38:48:599,EVENT,Save recipe is C:\Users\NUVO-4022\Desktop\경산공장\경산 250 125\경산 250 9.txt
11:38:49:878,EVENT,운전화면 menu button clicked.
11:38:53:326,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 9.rcp for Working
11:38:53:326,MESSAGE,Transfer Start Hole Item datas...
11:38:53:591,MESSAGE,Transfer End Hole Item datas...[Hole count : 58]
11:38:55:838,EVENT,Changed Apply All Marking is FALSE from TRUE
11:38:55:853,MESSAGE,Transfer Start Hole Item datas...
11:38:56:134,MESSAGE,Transfer End Hole Item datas...[Hole count : 58]
11:52:13:701,EVENT,레시피 menu button clicked.
11:52:21:751,EVENT,Load file is RECIPE NAME
11:52:24:403,EVENT,Save recipe is C:\Users\NUVO-4022\Desktop\경산공장\경산 300 150\경산 300 5.txt
11:52:26:633,EVENT,운전화면 menu button clicked.
11:52:31:875,EVENT,Open recipe is D:\NEWRUN\recipe\경산 300 5.rcp for Working
11:52:31:891,MESSAGE,Transfer Start Hole Item datas...
11:52:32:296,MESSAGE,Transfer End Hole Item datas...[Hole count : 30]
11:52:34:418,EVENT,Changed Apply All Marking is FALSE from TRUE
11:52:34:418,MESSAGE,Transfer Start Hole Item datas...
11:52:34:714,MESSAGE,Transfer End Hole Item datas...[Hole count : 30]
13:41:33:294,EVENT,레시피 menu button clicked.
13:41:45:072,EVENT,Load file is RECIPE NAME
13:41:50:985,EVENT,Save recipe is C:\Users\NUVO-4022\Desktop\기성역사\기성역사 5.txt
13:41:54:931,EVENT,운전화면 menu button clicked.
13:41:59:455,EVENT,Open recipe is D:\NEWRUN\recipe\기성역사 5.rcp for Working
13:41:59:471,MESSAGE,Transfer Start Hole Item datas...
13:41:59:752,MESSAGE,Transfer End Hole Item datas...[Hole count : 44]
13:42:01:000,EVENT,Changed Apply All Marking is FALSE from TRUE
13:42:01:015,MESSAGE,Transfer Start Hole Item datas...
13:42:01:405,MESSAGE,Transfer End Hole Item datas...[Hole count : 44]
13:57:54:520,EVENT,레시피 menu button clicked.
13:58:05:050,EVENT,Load file is RECIPE NAME
13:58:07:827,EVENT,Save recipe is C:\Users\NUVO-4022\Desktop\경산공장\경산 300 150\경산 300 4.txt
13:58:08:919,EVENT,운전화면 menu button clicked.
13:58:15:097,EVENT,Open recipe is D:\NEWRUN\recipe\경산 300 4.rcp for Working
13:58:15:112,MESSAGE,Transfer Start Hole Item datas...
